SpellID,name,castingtime,CastOnYou,CastOnOther,Expired,classes,desc1,desc2,manacost,recasttime,resist
181,Weakness,3.5,You feel weak., is weakened.,Your strength returns.,ENC/42,Decrease STR by 16 (L42) to 80 (L51) ,,120,1.5,Magic
182,Beguile,3.5,You have been charmed., has been charmed.,You are no longer charmed.,ENC/23,Charm up to level 37,,120,1.5,Magic
183,Cajoling Whispers,5.5,You have been charmed., has been charmed.,You are no longer charmed.,ENC/37,Charm up to level 46,,195,1.5,Magic
184,Allure,6,You have been charmed., has been charmed.,You are no longer charmed.,ENC/46,Charm up to level 51,,245,1.5,Magic
185,Tepid Deeds,3.5,You slow down., slows down.,Your speed returns.,ENC/23,,Decrease Attack Speed by 20% (L23) to 70% (L61) ,100,1.5,Magic
186,Shiftless Deeds,6,You slow down., slows down.,Your speed returns.,ENC/41,,Decrease Attack Speed by 6% (L41) to 70% (L61) ,200,1.5,Magic
187,Enthrall,2.5,You have been enthralled., has been enthralled.,You are no longer enthralled.,ENC/13,Mesmerize (2/55),Memblur (1%),50,1.5,Magic
188,Entrance,2.5,You have been entranced., has been entranced.,You are no longer entranced.,ENC/30,Mesmerize (2/55),Memblur (1%),85,3.75,Magic
189,Flame Flux,3.5,Flames race across your body., is covered in flames.,,MAG/22,Decrease Hitpoints by 67. Max: 96,,123,6,Fire
190,Dazzle,2.5,You are mesmerized., has been mesmerized.,You are no longer mesmerized.,ENC/47,Mesmerize (2/55),Memblur (1%),125,5,Magic
191,Feedback,4,You are enveloped in blazing energy., is enveloped in blazing energy.,The energy flames die down.,ENC/25,Increase Damage Shield by 4 (L25) to 15 (L29) ,,75,6,Fire
192,Mind Wipe,4.5,You feel your mind fog., blinks a few times.,,ENC/36,Memblur (15%),,100,12,Magic
193,Blanket of Forgetfulness,4,You feel your mind fog., blinks a few times.,,ENC/46,Memblur (20%),Memblur (20%),175,12,Magic
194,Reoccurring Amnesia,3,You feel your mind fog., blinks a few times.,,ENC/45,Memblur (25%),,100,24,Magic
195,Gasping Embrace,3,You feel a shortness of breath., begins to choke.,You can breathe again.,ENC/47,Decrease HP when cast by 113 ,Decrease STR by 5 (L47) to 35 (L51) ,150,1.5,Magic
196,Dominate Undead,5,, moans.,,NEC/18,Charm up to level 32,,100,10,Magic
197,Beguile Undead,6,, moans.,,NEC/31,Charm up to level 46,,170,12,Magic
198,Cajole Undead,9,, moans.,,NEC/47,Charm up to level 51,,245,20,Magic
199,Harmshield,1,You no longer feel pain.,,Your invulnerability fades.,SHD/50 NEC/20,Decrease HP when cast by 20 ,Invulnerability,85,600,Unresistable
200,Minor Healing,1.5,You feel a little better., feels a little better.,,CLR/1 PAL/6 RNG/8 DRU/1 SHM/1 BST/6,Increase Hitpoints by 10. Max: 20,,10,1.5,Unresistable
201,Flash of Light,1.5,You are blinded by a flash of light., is blinded by a flash of light.,Your sight returns.,CLR/1 PAL/2 SHM/1 BST/5,Blindness (-1),Decrease ATK by 5 ,12,3,Magic
202,Courage,2,You feel a rush of courage., looks courageous.,You feel less courageous.,CLR/1 PAL/8,Increase AC by 3 (L1) to 7 (L11) ,Increase Max Hitpoints by 11 (L1) to 30 (L11) ,12,1.5,Unresistable
203,Cure Poison,2,,,,CLR/1 PAL/5 RNG/13 DRU/5 SHM/2 BST/13,Decrease Poison Counter by 1 (L1) to 5 (L13) ,,20,1.5,Unresistable
204,Shock of Poison,3,You feel your skin burn as poison seeps through your skin., screams in agony.,,NEC/21,Decrease Hitpoints by 150. Max: 210,,99,1.5,Poison
205,True North,2,You spin to face north.,,,CLR/1 PAL/3 SHM/1 NEC/2 WIZ/1 MAG/1 ENC/1,True North,,5,4,Unresistable
207,Divine Aura,1,The gods have rendered you invulnerable.,,Your invulnerability fades.,CLR/1 PAL/48,Invulnerability,,10,900,Unresistable
208,Lull,1.5,You feel less aggressive., looks less aggressive.,,CLR/1 PAL/10 ENC/1,Frenzy Radius (15/30),Reaction Radius (15/30),10,3,Magic
209,Spook the Dead,2,Your bones tingle., has the fear of life put into them.,,CLR/1 PAL/9 SHD/20 NEC/10,Fear up to level 52,,10,4,Magic
210,Yaulp,0.5,You feel a surge of strength as you let forth a mighty yaulp., lets loose a mighty yaulp.,Your surge of strength fades.,CLR/1 PAL/9,,,1,18,Unresistable
211,Summon Drink,4,,,,CLR/3 DRU/10 SHM/2 MAG/1 BST/17,Summon Item: Summoned: Globe of Water,,10,1.5,Unresistable
212,Cure Blindness,2,,'s eyes sparkle.,,CLR/3 SHM/7,Blindness (1),,20,3,Unresistable
213,Cure Disease,2,,,,CLR/4 PAL/11 RNG/22 SHD/19 DRU/4 SHM/1 NEC/13 BST/4,Decrease Disease Counter by 1 (L1) to 5 (L13) ,,20,1.5,Unresistable
215,Reckless Strength,3,Your muscles erupt with reckless strength.,'s muscles bulge with reckless strength.,You feel your strength return.,CLR/2 PAL/18,Increase STR by 19 to -10 ,,30,6,Unresistable
216,Stun,1.5,You are struck by a sudden force., is struck by a sudden force.,You are no longer stunned.,CLR/2 PAL/28,Stun (4.00 sec/55),,35,12,Magic
217,Combust,2.5,You feel your skin combust.,'s skin combusts.,,DRU/28,Decrease Hitpoints by 100. Max: 182,,85,1.5,Fire
218,Ward Undead,1.5,,,,CLR/4 PAL/14 SHD/18 NEC/6,Decrease Hitpoints by 7. Max: 12,,5,1.5,Magic
219,Center,2.25,You feel magnanimous of spirit., is surrounded by a divine aura.,Your sense of center fades.,CLR/7 PAL/20,Increase AC by 3 (L7) to 9 (L15) ,Increase Max Hitpoints by 36 (L7) to 140 (L71) ,40,1.5,Unresistable
220,Spirit of Cheetah,0.5,You feel the spirit of cheetah enter you., is surrounded by a brief feline aura.,The spirit of cheetah fades.,DRU/21 SHM/21,,,20,600,Unresistable
221,Sense the Dead,2,,,,CLR/9 PAL/4 SHD/2 NEC/1,Sense Undead,,5,1.5,Unresistable
223,Hammer of Wrath,4,A magical hammer appears in your hand.,,,CLR/7 PAL/14,Summon Item: Summoned: Hammer of Wrath,,50,12,Unresistable
224,Endure Fire,2.5,You feel protected from fire., is protected from fire.,Your endurance to fire fades.,CLR/8 RNG/9 DRU/1 SHM/5 BST/9,Increase Fire Resist by 11 (L1) to 30 (L11) ,,20,1.5,Unresistable
225,Endure Cold,2.5,You feel protected from cold., is protected from cold.,Your endurance to cold fades.,CLR/13 RNG/18 SHD/10 DRU/9 SHM/1 NEC/3 BST/3,Increase Cold Resist by 11 (L1) to 30 (L11) ,,20,1.5,Unresistable
226,Endure Disease,2.5,You feel protected from disease., is protected from disease.,Your endurance to disease fades.,CLR/11 PAL/38 SHD/26 DRU/19 SHM/8 NEC/11 BST/22,Increase Disease Resist by 11 (L8) to 30 (L11) ,,20,1.5,Unresistable
227,Endure Poison,2.5,You feel protected from poison., is protected from poison.,Your endurance to poison fades.,CLR/6 PAL/21 DRU/19 SHM/11 BST/18,,Increase Poison Resist by 11 (L6) to 30 (L11) ,20,1.5,Unresistable
228,Endure Magic,2.5,You feel protected from magic., is protected from magic.,Your endurance to magic fades.,CLR/16 PAL/29 DRU/34 SHM/19 ENC/17 BST/34,Increase Magic Resist by 11 (L16) to 30 (L11) ,,40,1.5,Unresistable
229,Fear,3.5,Your mind fills with fear., looks very afraid.,You are no longer afraid.,CLR/6 SHD/12 NEC/2 ENC/3,Fear up to level 52,,40,7,Magic
230,Root,2,Your feet adhere to the ground., adheres to the ground.,Your feet come free.,CLR/7 PAL/19 SHM/12 NEC/34 WIZ/3 ENC/6,,Root,30,1.5,Magic
231,Word of Pain,2.1,You are wracked by pain., writhes in pain.,,CLR/9,Decrease Hitpoints by 15. Max: 29,,47,9,Magic
232,Sense Summoned,2,,,,CLR/12 WIZ/7 MAG/3,Sense Summoned,,5,1.5,Unresistable
233,Expulse Undead,2,,,,CLR/13 PAL/30 SHD/39 NEC/19,Decrease Hitpoints by 86. Max: 106,,36,1.5,Magic
234,Halo of Light,5,A Halo of Light solidifies in your hand.,'s hands are bathed in light.,,CLR/12 PAL/16 DRU/11 WIZ/9,Summon Item: Summoned: Halo of Light,,40,10,Unresistable
235,Invisibility Versus Undead,4,You feel your skin tingle., fades a little.,Your skin stops tingling.,CLR/11 PAL/17 SHD/4 NEC/1 ENC/14,Invisibility versus Undead,,40,4,Unresistable
236,Shieldskin,3.5,A mystic force shields your skin.,'s skin is covered in a mystic glow.,Your skin returns to normal.,SHD/31 NEC/14 WIZ/13,Increase Absorb Damage by 82 (L13) to 78 (L20) ,,41,1.5,Unresistable
237,Dance of the Fireflies,3,A swarm of fireflies shimmers around your hand.,'s hands flicker.,,RNG/10 DRU/1,Summon Item: Summoned: Firefly Globe,,10,6,Unresistable
238,Sense Animals,2,,,,DRU/1 SHM/7 BST/2,Sense Animals,,5,4,Unresistable
239,Flame Lick,1.5,You are surrounded by flickering flames., is surrounded by flickering flames.,The flames are extinguished.,RNG/3 DRU/1,,Decrease Hitpoints by 1 per tick. Max: 17 per tick,12,1.5,Fire
240,Lull Animal,1.5,,,,RNG/4 DRU/1,Frenzy Radius (15/30),Reaction Radius (25/30),10,3,Magic
241,Panic Animal,2,, flees in a state of total panic!,,RNG/16 DRU/1,Fear up to level 52,,10,4,Magic
242,Snare,2,You are ensnared., has been ensnared.,You are no longer ensnared.,RNG/6 DRU/1,,Decrease Movement by 41% (L1) to 95% (L16) ,15,4,Magic
243,Illusion Iksar,3,You feel different.,'s image shimmers.,Your illusion fades.,ENC/20,Illusion: Iksar,,50,6,Unresistable
244,Bravery,2.75,You feel very brave., looks brave.,Your bravery fades.,CLR/22,Increase AC by 6 (L22) to 16 (L31) ,Increase Max Hitpoints by 91 (L22) to 230 (L51) ,70,1.5,Unresistable
245,Befriend Animal,4,, blinks.,,DRU/13 SHM/25,Charm up to level 24,,70,8,Magic
246,Lesser Shielding,4,You feel armored.,,Your shielding fades.,NEC/8 WIZ/6 MAG/5 ENC/6,Increase Max Hitpoints by 13 (L5) to 42 (L19) ,Increase AC by 3 (L5) to 12 (L19) ,25,1.5,Unresistable
247,Camouflage,5,Your body fades away., fades away.,You return to view.,RNG/14 DRU/4,Invisibility,,15,1.5,Unresistable
248,Ward Summoned,1.5,, staggers.,,CLR/17 RNG/16 DRU/2 MAG/9,Decrease Hitpoints by 5. Max: 14,,6,1.5,Magic
249,Grasping Roots,2,Your feet become entwined., is entwined by roots.,The roots fall from your feet.,RNG/15 DRU/2,Decrease HP when cast by 10 ,Root,35,1.5,Magic
250,Harmony,3,,,,RNG/22 DRU/5,Frenzy Radius (15/40),Reaction Radius (15/40),25,12,Unresistable
252,Invoke Lightning,2.5,Lightning surges through your body., has been struck by lightning.,,RNG/15 DRU/4,Decrease Hitpoints by 16. Max: 25,,32,6,Magic
253,Whirling Wind,1.5,You are slammed by an intense gust of wind., is slammed by an intense gust of wind.,,DRU/3,Decrease Hitpoints by 8. Max: 13,Stun (1.00 sec),7,12,Magic
254,Firefist,3.5,Your fist bursts into flame.,'s fist bursts into flame.,Your hand is extinguished.,RNG/17 DRU/6,Increase ATK by 1 (L6) to 11 (L19) ,,30,7,Unresistable
255,Invisibility Versus Animals,3,Part of your image fades away.," is surrounded by an aura which shimmers, and then fades away.",Your image returns.,DRU/8 SHM/10,Invisibility versus Animals,,30,6,Unresistable
256,Shield of Thistles,2.5,You are surrounded by a thorny barrier., is surrounded by a thorny barrier.,The brambles fall away.,RNG/24 DRU/7,Increase Damage Shield by 3 (L7) to 9 (L13) ,,40,1.5,Magic
257,Starshine,5,A globe of stars forms within your hands.,'s hands pulse softly with light.,,DRU/9,Summon Item: Summoned: Globe of Stars,,50,10,Unresistable
258,Treeform,4,You have taken root., turns into a tree.,You are no longer a tree.,DRU/6,Illusion: UNKNOWN RACE,Root,30,1.5,Unresistable
259,Drones of Doom,3,You feel the pain of a thousand stings., is engulfed by a swarm.,The swarm departs.,RNG/54 DRU/32,Decrease Hitpoints by 116 per tick. Max: 156 per tick,,287,1.5,Magic
260,Charm Animals,5,, blinks.,,DRU/23 SHM/32,Charm up to level 33,,120,10,Magic
261,Levitate,3,Your feet leave the ground., floats into the air.,You can no longer levitate.,RNG/35 DRU/14 SHM/10 WIZ/22 ENC/15 BST/32,,,30,5,Unresistable
262,Cascade of Hail,2.75,You are pelted by hailstones., is pelted by hailstones.,,DRU/12,Decrease Hitpoints by 27.,,62,12,Cold
263,Skin like Rock,5,Your skin turns hard as stone.,'s skin turns hard as stone.,Your skin returns to normal.,RNG/21 DRU/14,Increase AC by 4 (L14) to 12 (L19) ,Increase Max Hitpoints by 41 (L14) to 155 (L115) ,60,8,Unresistable
264,Stinging Swarm,3,You feel the pain of a thousand stings., is engulfed by a swarm.,The swarm departs.,RNG/25 DRU/10,Decrease Hitpoints by 17 per tick. Max: 42 per tick,,71,1.5,Magic
265,Cannibalize,1.25,Your body aches as your mind clears., winces.,,SHM/23,Decrease Hitpoints by 50.  Max: None. Calculates to current max level.,Increase Mana by 16 (L23) to 35 (L115) ,0,1.5,Unresistable
266,Dexterous Aura,3,You feel dexterous., looks more dexterous.,Your magical dexterity fades.,SHM/1,Increase DEX by 5 (L1) to 14 (L7) ,,10,1.5,Unresistable
267,Inner Fire,3,You feel your body pulse with energy.,'s body pulses with energy.,The inner fire fades.,SHM/1 BST/7,Increase AC by 1 (L1) to 4 (L11) ,Increase Max Hitpoints by 11 (L1) to 30 (L11) ,10,1.5,Unresistable
268,Strength of Earth,5,You feel stronger., looks stronger.,Your strength fades.,RNG/26 DRU/7,Increase STR by 5 (L7) to 20 (L21) ,,40,1.5,Unresistable
269,Feet like Cat,5,You feel more agile., looks more agile.,Your agility fades.,RNG/12 SHM/3,Increase AGI by 10 (L3) to 27 (L10) ,,40,1.5,Unresistable
270,Drowsy,2.5,You feel drowsy., yawns.,You feel less drowsy.,SHM/5 BST/20,,Decrease Attack Speed by 10% (L5) to 35% (L61) ,20,5,Magic
271,Fleeting Fury,0.5,You simmer with fury., simmers with fury.,Your fury fades.,SHM/4 BST/11,,Increase STR by 15 ,10,4,Unresistable
272,Spirit Pouch,5,,,,SHM/2,Summon Item: Spirit Pouch,,40,10,Unresistable
273,Shield of Barbs,2.5,You are surrounded by a thorny barrier., is surrounded by a thorny barrier.,The brambles fall away.,DRU/17,Increase Damage Shield by 3 (L17) to 12 (L25) ,,60,1.5,Magic
274,Scale Skin,2.5,You grow scales., grows scales.,You shed your scales.,SHM/3 BST/10,,,25,4.5,Unresistable
275,Frost Rift,2,You feel your skin numb as the frost rift strikes you., is struck by the frost rift.,,SHM/4,Decrease Hitpoints by 24. Max: 29,,19,1.5,Cold
276,Serpent Sight,5,Your eyes tingle.,'s eyes glow red.,Your infravision fades.,SHM/6 ENC/10 BST/16,Infravision,,30,1.5,Unresistable
277,Tainted Breath,2.5,You have been poisoned., has been poisoned.,You are no longer poisoned.,SHM/8 BST/19,Increase Poison Counter by 5 ,Decrease HP when cast by 10 ,58,1.5,Poison
278,Spirit of Wolf,4.5,You feel the spirit of wolf enter you., is surrounded by a brief lupine aura.,The spirit of wolf leaves you.,RNG/28 DRU/10 SHM/9 BST/24,,Increase Movement by 30% (L9) to 85% (L51) ,40,3.5,Unresistable
279,Spirit of Bear,5,You feel the spirit of bear enter you., is surrounded by a brief ursine aura.,The spirit of bear leaves you.,SHM/6 BST/17,Increase STA by 8 (L6) to 23 (L15) ,,40,1.5,Unresistable
280,Burst of Strength,0.5,Your muscles scream with strength., looks stronger.,Your strength fades.,SHM/11,,Increase STR by 20 ,15,12,Unresistable
281,Disempower,2.25,You feel frail., looks frail.,You feel your strength return.,SHM/12 ENC/16,,Decrease STA by 3 (L12) to 23 (L35) ,45,1.5,Magic
282,Spirit Strike,2.5,You stagger as spirits of frost slam against you., staggers as spirits of frost slam against them.,,SHM/14 BST/26,Decrease Hitpoints by 58. Max: 78,,44,1.5,Cold
283,Turtle Skin,5,Your skin becomes as hard as turtle shell.,'s skin looks greener.,Your skin returns to normal.,SHM/11 BST/26,,,50,7.5,Unresistable
284,Spirit of Snake,5,You feel the spirit of snake enter you., is surrounded by a brief serpentine aura.,The spirit of snake leaves you.,SHM/10,Increase CHA by 6 (L10) to 21 (L19) ,,40,1.5,Unresistable
285,Pendril's Animation,1.5,,,,ENC/1,Summon Pet: PCPetEncS01L001Anim,,12,1.5,Unresistable
286,Shallow Breath,1.5,You feel a shortness of breath., begins to choke.,You can breathe again.,ENC/1,Decrease HP when cast by 3 (L1) to 8 (L5) ,Decrease STR by 5 ,7,1.5,Magic
287,Minor Illusion,3,You feel different.,,Your illusion fades.,ENC/1,Illusion: UNKNOWN RACE,Decrease Movement by 7000% ,10,6,Unresistable
288,Minor Shielding,2.5,You feel armored., is surrounded by a translucent shield.,Your shielding fades away.,NEC/1 WIZ/1 MAG/1 ENC/1,Increase Max Hitpoints by 6 (L1) to 15 (L6) ,Increase AC by 3 (L1) to 7 (L6) ,10,1.5,Unresistable
289,Taper Enchantment,3,The air crackles around you., is surrounded by a crackling static energy.,,ENC/1,Cancel Magic (0),,5,1.5,Unresistable
290,Color Flux,1,Scintillating colors pound through your brain., is stunned by scintillating colors.,The pretty colors fade.,ENC/3,Stun (4.00 sec),,20,12,Magic
291,Enfeeblement,1.75,You feel enfeebled., is enfeebled.,Your strength returns.,ENC/4,Decrease STR by 16 (L4) to 36 (L9) ,Decrease AC by 3 ,20,1.5,Magic
292,Mesmerize,2.5,You are mesmerized., has been mesmerized.,You are no longer mesmerized.,ENC/2,Mesmerize (2/55),Memblur (1%),20,1.5,Magic
293,Haze,2,Your image blurs.,'s image blurs.,You come into focus.,ENC/3,,,25,4,Unresistable
294,Suffocating Sphere,2.5,You gasp for breath., gasps for breath.,You stop gasping.,ENC/4,Decrease HP when cast by 13 ,Decrease STR by 5 ,38,1.5,Magic
295,Mircyl's Animation,3,,,,ENC/7,Summon Pet: PCPetEncS02L007Anim,,45,6,Unresistable
296,Chaotic Feedback,2,Your brain begins to smolder.,'s brain begins to smolder.,,ENC/7,Decrease Hitpoints by 25. Max: 32,Stun (1.00 sec),16,1.5,Magic
297,Eye of Confusion,3,You feel confused., looks confused.,You are no longer confused.,ENC/5,Blindness (-1),,25,5,Magic
298,Alliance,3.5,You feel quite amicable., looks friendly.,You no longer feel amicable.,ENC/8,Increase Faction by 100 ,,35,1.5,Magic
299,Sentinel,2.5,You sense that you are being watched.,,,ENC/5,Sentinel,,25,5,Unresistable
300,Charm,2.4,You have been charmed., has been charmed.,You are no longer charmed.,ENC/11,Charm up to level 25,,60,1.5,Magic
301,Memory Blur,2.5,You feel your mind fog., blinks a few times.,,ENC/10,Memblur (10%),,40,12,Magic
302,Languid Pace,2.25,You slow down., slows down.,You speed back up.,ENC/9,,Decrease Attack Speed by 15% (L9) to 45% (L61) ,50,1.5,Magic
303,Whirl Till You Hurl,2.5,You begin to spin., begins to spin.,You feel dizzy.,ENC/9,Spin and Stun for 7.5(s).,,55,6.5,Magic
304,Chase the Moon,3.5,You begin to run., begins to run.,You stop.,ENC/16,Fear up to level 52,,70,1.5,Magic
305,Identify,5,,,,NEC/17 WIZ/14 MAG/13 ENC/15,Identify,,50,1.5,Unresistable
306,Sanity Warp,2.5,Reality runs amok., looks delirious.,Reality returns.,ENC/16,Decrease Hitpoints by 65. Max: 87,Stun (1.00 sec),38,1.5,Magic
307,Mesmerization,3,You are mesmerized., has been mesmerized.,You are no longer mesmerized.,ENC/16,Mesmerize (2/55),Memblur (1%),70,1.5,Magic
308,Frenzy,2,You go berserk., goes berserk.,Your frenzy fades.,SHM/16 BST/47,,,35,30,Unresistable
309,Shielding,5,You feel armored.,,Your shielding fades away.,NEC/16 WIZ/15 MAG/16 ENC/16,Increase Max Hitpoints by 31 (L15) to 80 (L21) ,Increase AC by 7 (L15) to 20 (L22) ,50,1.5,Unresistable
310,Flare,2.5,,,,MAG/1,Decrease Stamina Loss by 1 ,,3,18,Unresistable
311,Summon Dagger,5,,,,MAG/1,Summon Item: Summoned: Dagger,,10,6,Unresistable
312,Valor,3,You feel valorous., looks valorous.,Your valor fades.,CLR/32 PAL/47,Increase AC by 7 (L32) to 21 (L41) ,Increase Max Hitpoints by 102 (L32) to 300 (L51) ,90,1.5,Unresistable
313,Fire Flux,1.75,Flames race across your body., is covered in flames.,,MAG/1,Decrease Hitpoints by 8. Max: 12,,23,6,Fire
314,Resolution,3.5,You feel resolute., looks resolute.,Your resolution fades.,CLR/42 PAL/60,Increase AC by 9 (L42) to 25 (L51) ,Increase Max Hitpoints by 103 (L42) to 350 (L51) ,110,1.5,Unresistable
